,0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,9300.0
8,20643.478260869826
9,7000.000000000002
10,9952.173913041377
11,14600.00000000147
12,14600.000000002236
13,0.0
14,0.0
15,7000.0
16,14600.000000000002
17,6999.999999999987
18,5260.869565215249
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
