,import_price,export_price,grid_import_ph1,grid_import_ph2,grid_import_ph3,grid_export_ph1,grid_export_ph2,grid_export_ph3,grid_import_ph1*import_price,grid_import_ph2*import_price,grid_import_ph3*import_price,total_grid_import*import_price,grid_export_ph1*export_price,grid_export_ph2*export_price,grid_export_ph3*export_price,total_grid_export*export_price
1,4.03e-05,8e-05,935.402682,865.153715,943.1027300000001,0.0,0.0,0.0,0.0376967280846,0.034865694714499997,0.038007040019,0.1105694628181,0.0,0.0,0.0,0.0
2,3.31e-05,8e-05,1060.190925,985.185005,1065.270575,0.0,0.0,0.0,0.0350923196175,0.0326096236655,0.0352604560325,0.1029623993155,0.0,0.0,0.0,0.0
3,2.29e-05,8e-05,1590.8526916666665,6192.323806333332,6442.301189333332,0.0,0.0,0.0,0.03643052663916666,0.1418042151650333,0.1475286972357333,0.32576343903993327,0.0,0.0,0.0,0.0
4,2e-05,8e-05,6951.516526333332,4665.3136417536225,1856.4654113333331,0.0,0.0,0.0,0.13903033052666666,0.09330627283507245,0.037129308226666664,0.26946591158840577,0.0,0.0,0.0,0.0
5,1.42e-05,8e-05,0.0,0.0,691.6242233333332,1403.3618580000002,2173.8632580000003,0.0,0.0,0.0,0.009821063971333331,0.009821063971333331,0.11226894864000003,0.17390906064000003,0.0,0.28617800928000003
6,1.42e-05,8e-05,1468.9663943333326,1685.7326213333326,995.1911702173907,0.0,0.0,0.0,0.02085932279953332,0.023937403222933324,0.014131714617086948,0.058928440639553596,0.0,0.0,0.0,0.0
7,2.18e-05,8e-05,423.30423500000006,906.380369,1102.9921490000002,0.0,0.0,0.0,0.009228032323000002,0.0197590920442,0.024045228848200005,0.05303235321540001,0.0,0.0,0.0,0.0
8,4.58e-05,8e-05,1089.9954930000001,1132.2514939999999,1067.890491,0.0,0.0,0.0,0.049921793579400006,0.051857118425199994,0.04890938448780001,0.1506882964924,0.0,0.0,0.0,0.0
9,6.56e-05,8e-05,1041.5509200000001,963.335452,1049.3069389999998,0.0,0.0,0.0,0.06832574035200001,0.0631948056512,0.06883453519839998,0.2003550812016,0.0,0.0,0.0,0.0
10,6.24e-05,8e-05,1178.156606,1094.6898780000001,1187.001551,0.0,0.0,0.0,0.0735169722144,0.06830864838720001,0.0740688967824,0.215894517384,0.0,0.0,0.0,0.0
11,4.99e-05,8e-05,1702.6466906666665,6333.451355333333,6672.906886333332,0.0,0.0,0.0,0.08496206986426666,0.3160392226311333,0.3329780536280333,0.7339793461234332,0.0,0.0,0.0,0.0
12,4.02e-05,8e-05,7336.747081333332,5073.0004567536225,2254.222560333333,0.0,0.0,0.0,0.2949372326696,0.20393461836149562,0.0906197469254,0.5894915979564956,0.0,0.0,0.0,0.0
13,3.24e-05,8e-05,0.0,0.0,1035.3405163333332,1035.01744,1859.5857160000005,0.0,0.0,0.0,0.033545032729199994,0.033545032729199994,0.08280139520000002,0.14876685728000005,0.0,0.23156825248000007
14,3.02e-05,8e-05,1843.8054703333328,1978.824514333333,1198.5266492173907,0.0,0.0,0.0,0.05568292520406665,0.05976050033286665,0.0361955048063652,0.1516389303432985,0.0,0.0,0.0,0.0
15,2.6e-05,8e-05,569.214273,1027.305674,1227.7171360000002,0.0,0.0,0.0,0.014799571098,0.026709947523999997,0.031920645536000006,0.073430164158,0.0,0.0,0.0,0.0
16,3e-05,8e-05,1213.1939140000002,1260.389442,1188.954635,0.0,0.0,0.0,0.036395817420000004,0.03781168326,0.03566863905,0.10987613973000002,0.0,0.0,0.0,0.0
17,4.5e-05,8e-05,1147.6991580000001,1061.5171890000001,1155.511149,0.0,0.0,0.0,0.051646462110000006,0.04776827350500001,0.051998001705,0.15141273732000002,0.0,0.0,0.0,0.0
18,6.17e-05,8e-05,1296.1222870000001,1204.194751,1308.732526,0.0,0.0,0.0,0.0799707451079,0.07429881613669999,0.0807487968542,0.2350183580988,0.0,0.0,0.0,0.0
19,7.71e-05,8e-05,1814.4406896666665,6474.578905333332,6903.512582333332,0.0,0.0,0.0,0.1398933771733,0.4991900336011999,0.5322608200978999,1.1713442308723998,0.0,0.0,0.0,0.0
20,7.97e-05,8e-05,7721.977635333332,5480.687272753623,2651.979708333333,0.0,0.0,0.0,0.6154416175360665,0.43681077563846377,0.21136278275416662,1.2636151759286969,0.0,0.0,0.0,0.0
21,6.62e-05,8e-05,0.0,0.0,1379.0568093333331,666.673022,1545.3081750000001,0.0,0.0,0.0,0.09129356077786666,0.09129356077786666,0.05333384176,0.12362465400000001,0.0,0.17695849576
22,5.29e-05,8e-05,2218.6445453333326,2271.9164073333327,1401.8621282173906,0.0,0.0,0.0,0.11736629644813329,0.1201843779479333,0.07415850658269996,0.31170918097876654,0.0,0.0,0.0,0.0
23,4.01e-05,8e-05,715.1243099999999,1148.230979,1352.442123,0.0,0.0,0.0,0.028676484830999997,0.0460440622579,0.0542329291323,0.12895347622120001,0.0,0.0,0.0,0.0
24,2.23e-05,8e-05,1336.3923340000001,1388.52739,1310.01878,0.0,0.0,0.0,0.029801549048200003,0.030964160796999998,0.029213418794000003,0.0899791286392,0.0,0.0,0.0,0.0
