,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,4856.0,4212.0,3568.0,2924.0,2280.0,2280.0,2280.0,1636.0,992.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,1556.0,912.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,555.9999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,988.4000000000001,776.8000000000001,565.2,353.6,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0
4,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,988.4000000000001,776.8000000000001,565.2,353.6,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0
5,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,988.4000000000001,776.8000000000001,565.2,353.6,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0
