,0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,4.8
8,10.0
9,10.0
10,10.0
11,10.0
12,10.0
13,4.8
14,4.8
15,10.0
16,10.0
17,5.904347826086948
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
