1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.326745288,0.302982269,0.208773073,0.024593514,0.005882841,0.496855765,2.982950205,8.379630713,17.48333465,31.94904588,50.40790473,66.50298786,77.35182986,82.0059202,77.62550407,69.47407575,53.85947133,34.35570013,14.58829681,2.982743819,0.320208756,0.308037568,0.34409897,0.355521477
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
