,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,17066.666666666664,14666.666666666668,2283.6338820000165,7.275957614183426e-12,7333.333333333333,2400.0,2400.0,10158.945562666679,6560.935142425588,7333.333333333332,17066.66666666667,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,17033.333333333332,10482.843630333347,0.0,1956.3220319999964,-793.2160783333211,2400.0,2400.0,7333.333333333333,4304.373237574414,14162.787544666677,15670.072392333339,0.0,0.0,0.0,0.0,0.0,0.0
