,0
1,15862.441356000001
2,14671.814795999999
3,15892.425974
4,17690.351538000003
5,16424.654406
6,18168.721683999996
7,21023.219916
8,53735.660011
9,56540.914554999996
10,54221.541685000004
11,53884.697765000004
12,54033.642775000015
13,45896.277839999995
14,36934.547851
15,54844.255605
16,54377.413870000004
17,55603.621605
18,56949.967815
19,19216.84735
20,17592.953586
21,18650.149848
22,18423.392209
23,19157.722073999998
24,18094.56125
